Batch No,StartDate,FinishDate,Product,Para 1,Para 2,Para 3,Para 4,Para 5,Para 6,Para 7,Para 8,Para 9,Para 10,Para 11,Para 12,Para 13,Parameter Names
Batch1623,10-Mar-14,18-Mar-14,RVM,2.801731288,0.340945014,0.777605923,2241.269254,0.267266104,101.9,45.202,4.61,32.09,3.27,16.8,178.76,3,
Batch1624,10-Mar-14,18-Mar-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1626,17-Mar-14,25-Mar-14,RVM,7.720002668,1.149550541,0.542302293,4180.821701,0.309032661,76.4,50.837,3.88,43.36,3.31,17.2,184.72,3.18,
Batch1627,17-Mar-14,25-Mar-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1631,24-Mar-14,01-Apr-14,RVM,98.11204205,12.91103192,,4978.80373,,77.1,61.507,4.74,40.66,3.13,15.7,209.55,3.29,
Batch1632,24-Mar-14,01-Apr-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1635,31-Mar-14,08-Apr-14,RVM,2.259733865,0.401502612,0.720254615,6208.706417,0.288673926,88.2,62.586,5.52,44.94,3.96,19.7,176.99,3.49,
Batch1636,31-Mar-14,08-Apr-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1638,07-Apr-14,15-Apr-14,RVM,64.25380169,10.83944186,0.770542427,2420.844347,0.184215394,81.5,34.646,2.82,42.38,3.45,17.6,164.33,2.89,
Batch1639,07-Apr-14,15-Apr-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1643,14-Apr-14,22-Apr-14,RVM,12.49165331,2.046056639,0.588171758,2789.865549,0.238167761,77.7,35.985,2.8,41.04,3.19,14.4,193.28,2.78,
Batch1646,21-Apr-14,29-Apr-14,RVM,98.61153739,14.25040684,0.752278474,5684.111081,0.28652625,78.7,38.385,3.02,37.77,2.97,13.6,188.76,2.57,
Batch1647,21-Apr-14,29-Apr-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1650,28-Apr-14,06-May-14,RVM,96.23246262,9.268199815,0.93550148,2471.205484,0.215044025,96.3,28.809,2.77,34.64,3.34,16.7,199.16,3.33,
Batch1651,28-Apr-14,06-May-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1653,05-May-14,13-May-14,RVM,82.55039164,11.74662074,0.850746625,2054.155809,0.154702024,73.7,37.771,2.78,39.74,2.93,13.4,181.76,2.44,
Batch1655,05-May-14,13-May-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1657,12-May-14,20-May-14,RVM,5.152914331,0.722326394,0.602656303,3062.74661,0.156557396,75.2,37.225,2.8,48.97,3.68,18.4,181.26,3.34,
Batch1659,12-May-14,20-May-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1662,19-May-14,27-May-14,RVM,57.19062845,12.66824525,0.799609246,2425.787595,0.275285672,96.2,34.379,3.31,36.47,3.51,18.1,186.42,3.37,
Batch1663,19-May-14,27-May-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1666,26-May-14,03-Jun-14,RVM,81.18433231,11.66160644,0.52786702,3836.759945,0.15265085,73.2,49.912,3.65,43.17,3.16,14.4,193.88,2.79,
Batch1669,02-Jun-14,10-Jun-14,RVM,2.991724655,0.51320006,0.687641344,5323.891651,0.339964009,80.8,64.544,5.22,61.09,4.94,24.9,184.41,4.59,
Batch1670,02-Jun-14,10-Jun-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1673,09-Jun-14,18-Jun-14,RVM,2.266411691,0.381343415,0.822271212,2704.615315,0.318903371,70.9,56.709,4.02,48.83,3.46,17.2,197.09,3.39,
Batch1674,09-Jun-14,18-Jun-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1677,16-Jun-14,24-Jun-14,RVM,9.777568236,1.177076087,0.473637944,3139.870386,0.255123,77.5,41.021,3.18,36.32,2.81,14.4,159.08,2.29,
Batch1679,23-Jun-14,01-Jul-14,RVM,51.88045479,8.117717566,0.927083404,3639.246453,0.30004278,85.4,56.491,4.82,42.93,3.67,18.6,186.49,3.47,
Batch1680,23-Jun-14,01-Jul-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1684,30-Jun-14,08-Jul-14,RVM,13.40775043,1.352514473,0.840554189,4805.833777,0.322105629,102.3,72.098,7.38,66.63,6.82,34.1,168.07,5.73,
Batch1685,30-Jun-14,08-Jul-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1686,30-Jun-14,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1687,30-Jun-14,08-Jul-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1688,30-Jun-14,.,RVM,,,0.824339925,,,69.6,.,.,59.86,4.17,20.6,179.47,3.7,
Batch1689,30-Jun-14,.,RVM,,,0.664037849,,,98.6,.,.,50.96,5.02,25.4,177.77,4.52,
Batch1690,30-Jun-14,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1691,30-Jun-14,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1692,30-Jun-14,.,RVM,,,0.700122327,,,101.1,.,.,.,.,.,.,.,
Batch1696,14-Jul-14,22-Jul-14,RVM,6.08431353,0.985751454,0.547896788,4495.777794,0.416613622,102.6,80.241,8.23,56.22,5.77,26.3,197.71,5.2,
Batch1697,14-Jul-14,22-Jul-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1701,21-Jul-14,29-Jul-14,RVM,5.070604824,0.464634765,0.672265178,7447.377379,0.572893266,103.4,85.824,8.87,69.87,7.22,36.6,162.64,5.95,
Batch1702,21-Jul-14,29-Jul-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1703,21-Jul-14,29-Jul-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1706,28-Jul-14,04-Aug-14,RVM,67.59143093,7.508589671,0.54578535,5504.94514,0.383976816,70.9,82.589,5.86,70.97,5.03,25.4,208.01,5.28,
Batch1707,28-Jul-14,04-Aug-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1710,05-Aug-14,12-Aug-14,RVM,96.71157058,8.277786953,0.940573794,5565.320996,0.322549185,99.3,66.799,6.63,51.18,5.08,25.5,190.2,4.85,
Batch1711,05-Aug-14,12-Aug-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1714,12-Aug-14,19-Aug-14,RVM,82.49749447,13.08404101,0.782867262,5380.861727,0.349444032,100.8,61.148,6.16,55.22,5.57,27.8,164.29,4.57,
Batch1715,12-Aug-14,19-Aug-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1727,22-Sep-14,29-Sep-14,RVM,75.34347057,8.633567099,0.564665179,4864.313616,0.191986506,74.3,69.294,5.15,50.27,3.74,18.9,182.51,3.45,
Batch1728,22-Sep-14,29-Sep-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1730,24-Sep-14,30-Sep-14,RVM,2.146284089,0.283375752,0.79868656,3611.193843,0.280279384,69.4,51.117,3.55,51.45,3.57,17.9,187.35,3.35,
Batch1731,24-Sep-14,30-Sep-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1733,29-Sep-14,07-Oct-14,RVM,1.883849251,0.256958822,0.750117476,2262.164815,0.134402351,62.1,47.039,2.92,34.82,2.16,10.9,205.55,2.24,
Batch1735,01-Oct-14,06-Oct-14,RVM,66.89169779,7.617431812,0.84839959,3114.468926,0.204067258,76.8,43.975,3.38,29.43,2.26,11.3,213.29,2.41,
Batch1738,06-Oct-14,14-Oct-14,RVM,2.559694805,0.585087952,0.807164044,3581.792452,0.174521275,79.7,46.947,3.74,43.57,3.47,17.5,173.4,3.03,
Batch1739,06-Oct-14,14-Oct-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1740,06-Oct-14,14-Oct-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1741,08-Oct-14,15-Oct-14,RVM,2.299212811,0.411241246,0.767023561,4879.804109,0.515225241,102.4,74.316,7.61,70.99,7.27,36.6,141.84,5.19,
Batch1742,08-Oct-14,15-Oct-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1743,08-Oct-14,15-Oct-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1745,13-Oct-14,19-Oct-14,RVM,90.77682115,10.53492546,0.780072081,5524.908986,0.424893157,92.3,102.99,9.51,55.48,5.12,26,176.73,4.59,
Batch1746,13-Oct-14,19-Oct-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1748,15-Oct-14,20-Oct-14,RVM,5.646384666,0.80371424,0.562894711,5383.181778,0.574785536,100.4,63.677,6.39,47.84,4.8,24.2,199.85,4.84,
Batch1749,15-Oct-14,20-Oct-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1751,20-Oct-14,28-Oct-14,RVM,5.881690767,1.09566255,0.890011866,3407.879494,0.350360779,97.6,45.06,4.4,50.27,4.91,24.5,144.4,3.54,
Batch1752,20-Oct-14,28-Oct-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1756,27-Oct-14,04-Nov-14,RVM,52.38125556,7.020690629,0.543279578,1754.614367,0.11610477,67.2,31.237,2.1,28.99,1.95,9.9,181.44,1.8,
Batch1757,29-Oct-14,05-Nov-14,RVM,78.39543175,9.927994645,0.77048272,3378.166644,0.184145265,113.8,27.229,3.1,29.23,3.33,16.8,164.79,2.77,
Batch1758,29-Oct-14,05-Nov-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1760,03-Nov-14,11-Nov-14,RVM,98.63581542,8.836660443,0.632440903,3707.276411,0.299118965,96.2,42.358,4.07,38.34,3.69,18.4,167.82,3.09,
Batch1761,03-Nov-14,11-Nov-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1765,10-Nov-14,18-Nov-14,RVM,97.10762032,7.208958165,0.831046196,2739.674767,0.238856678,84.2,45.215,3.81,39.01,3.28,16.6,186.5,3.1,
Batch1766,10-Nov-14,18-Nov-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1769,17-Nov-14,25-Nov-14,RVM,94.24766662,9.964569663,0.919557753,2665.620714,0.19142419,78.5,36.546,2.87,37.11,2.91,13.3,204.87,2.72,
Batch1772,24-Nov-14,02-Dec-14,RVM,68.12615372,6.548729163,0.879672139,3540.101299,0.265810983,91.2,31.872,2.91,38.42,3.5,17.9,185.49,3.32,
Batch1773,24-Nov-14,02-Dec-14,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1776,01-Dec-14,09-Dec-14,RVM,2.724342902,0.506456186,0.539941006,2485.827882,0.212962349,86.8,44.812,3.89,31.18,2.71,13.7,211.64,2.9,
Batch1779,08-Dec-14,16-Dec-14,RVM,7.038760799,0.858244275,0.846817919,1786.681675,0.20327992,90.6,33.915,3.07,32.74,2.97,13.5,217.39,2.93,
Batch1783,15-Dec-14,23-Dec-14,RVM,2.571057414,0.319101192,0.718395481,2559.864082,0.19080477,82.1,46.842,3.85,34.22,2.81,14.3,199.32,2.85,
Batch1786,26-Jan-15,02-Feb-15,RVM,2.735528682,0.192094459,0.554701339,1116.573957,0.099646832,113.9,9.421,1.07,18.14,2.07,10.6,152,1.61,
Batch1788,02-Feb-15,10-Feb-15,RVM,1.867044517,0.278789904,0.809569513,4192.809736,0.384626434,97.1,45.934,4.46,40.59,3.94,20,211.63,4.23,
Batch1789,02-Feb-15,10-Feb-15,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1792,09-Feb-15,17-Feb-15,RVM,93.97555737,9.051484587,0.626559308,1957.595685,0.126941316,68.6,35.641,2.44,31.28,2.15,10.9,190.38,2.08,
Batch1795,16-Feb-15,24-Feb-15,RVM,9.076722693,1.392116915,0.605722184,3787.541785,0.321482224,78.3,63.121,4.94,38.96,3.05,13.8,205.79,2.84,
Batch1799,23-Feb-15,03-Mar-15,RVM,3.642301884,0.509691669,0.503839122,3057.760024,0.247666344,83.7,39.884,3.34,30.15,2.52,13,188.87,2.46,
Batch1802,02-Mar-15,11-Mar-15,RVM,9.495509595,1.622185573,0.579787436,2343.011446,0.153870376,98.8,49.48,4.89,40.58,4.01,20,195.54,3.91,
Batch1803,02-Mar-15,11-Mar-15,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1806,09-Mar-15,17-Mar-15,RVM,92.34813333,10.60184885,0.804947632,4122.823939,0.324780265,100.3,60.358,6.05,47.46,4.76,23.9,187.36,4.48,
Batch1807,09-Mar-15,17-Mar-15,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1811,16-Mar-15,24-Mar-15,RVM,60.34855103,8.876072084,0.310063817,3245.445614,0.256499992,74.6,47.149,3.52,35.61,2.66,13.6,186.72,2.54,
Batch1812,18-Mar-15,24-Mar-15,RVM,79.05888916,10.82062852,0.681545054,7629.801472,0.57571493,106.5,72.187,7.69,64.5,6.87,34.8,167.58,5.83,
Batch1813,18-Mar-15,24-Mar-15,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1814,18-Mar-15,24-Mar-15,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1817,23-Mar-15,31-Mar-15,RVM,89.88011004,12.38633806,0.854223647,5159.198294,0.391069484,105.2,73.415,7.72,53.15,5.59,28.1,179.55,5.05,
Batch1818,23-Mar-15,31-Mar-15,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1821,30-Mar-15,07-Apr-15,RVM,2.947771956,0.560662324,0.927219819,6317.087922,0.385673917,101.7,77.348,7.87,57.48,5.85,28,226.45,6.34,
Batch1822,30-Mar-15,07-Apr-15,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1825,06-Apr-15,14-Apr-15,RVM,12.64431496,2.976301076,0.790863027,6711.316006,0.395471371,104.3,64.109,6.69,53.1,5.54,27.9,193.46,5.4,
Batch1827,06-Apr-15,14-Apr-15,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1829,13-Apr-15,.,RVM,2.315652142,0.414553086,0.898596298,5661.533374,0.367620636,98.2,57.922,5.69,53.27,5.23,26.6,175.48,4.67,
Batch1831,13-Apr-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1834,20-Apr-15,.,RVM,91.18836529,16.88051695,0.858749718,9013.544389,0.509740904,103.5,77.91,8.06,66.04,6.84,34.4,189.89,6.53,
Batch1835,20-Apr-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1836,20-Apr-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1838,22-Apr-15,.,RVM,3.470781082,0.585723208,,4010.93132,,.,41.269,.,41.58,.,22.6,187.88,4.25,
Batch1839,22-Apr-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1841,27-Apr-15,.,RVM,7.460091541,0.923450249,0.838881724,4074.203827,0.279548028,100.8,39.031,3.93,37.18,3.75,18.8,207.08,3.89,
Batch1842,27-Apr-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1846,04-May-15,.,RVM,10.37215946,2.280395064,0.703062738,3806.529707,0.218528963,99.9,47.737,4.77,47.76,4.77,24.3,174.61,4.24,
Batch1847,04-May-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1850,11-May-15,.,RVM,50.16008811,17.86204109,0.553086415,5573.613561,0.366757158,107.6,58.558,6.3,55.66,5.99,27.5,186.14,5.12,
Batch1851,11-May-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1854,18-May-15,.,RVM,2.396974631,0.453519758,0.532719755,4795.504148,0.30718261,85.6,67.619,5.79,57.61,4.93,25.2,161.99,4.08,
Batch1855,18-May-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1858,25-May-15,.,RVM,2.424965647,0.307583723,0.743420701,6899.991256,0.450825383,98.3,49.192,4.84,42.04,4.13,21.1,179.43,3.79,
Batch1859,25-May-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1863,01-Jun-15,.,RVM,3.143632391,0.336308542,0.465299557,5000.833057,0.224712994,83.6,48.909,4.09,45.93,3.84,19.5,184.42,3.6,
Batch1864,01-Jun-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1865,03-Jun-15,.,RVM,92.3974309,12.55313507,0.66115664,5572.29693,0.459419665,99.3,74.036,7.35,52.42,5.21,26.1,211.34,5.52,
Batch1866,03-Jun-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1869,08-Jun-15,.,RVM,57.14191446,13.29659614,0.788643768,4686.322235,0.491514896,99.9,68.731,6.87,62.57,6.25,28.5,214.31,6.11,
Batch1870,08-Jun-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1875,22-Jun-15,.,RVM,4.028341952,0.983182517,0.56476949,4951.090151,0.516860986,103,80.036,8.24,.,.,26.4,.,.,
Batch1877,22-Jun-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1880,06-Jul-15,.,RVM,7.979599837,1.730976275,,5676.00628,,.,71.329,.,52.33,.,27.1,193.71,5.25,
Batch1881,06-Jul-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1884,13-Jul-15,.,RVM,7.096939137,1.097395136,0.634583523,9278.399813,0.653048199,103.1,97.277,10.03,71.99,7.42,37.3,206.21,7.69,
Batch1885,13-Jul-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1886,13-Jul-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1890,20-Jul-15,.,RVM,,,0.604237912,5068.611344,0.244827645,105.4,42.919,4.52,37.67,3.97,20.2,220.69,4.46,
Batch1891,20-Jul-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
Batch1894,27-Jul-15,.,RVM,,,0.565502177,6888.648115,0.629815215,101.6,.,.,58.41,5.93,27.3,213.94,5.84,
Batch1895,27-Jul-15,.,RVM,,,,,,.,.,.,.,.,.,.,.,
